sgRNA	Gene	T0_rep1	T0_rep2	T12_rep1	T12_rep2
AXL_TSS1_-66_g2	AXL	286	565	503	408
AXL_TSS1_+5_g3	AXL	480	406	257	449
AXL_TSS1_+144_g4	AXL	561	708	436	538
AXL_TSS1_+440_g5	AXL	535	431	527	593
AZI1_TSS1_-252_g1	AZI1	264	328	299	327
AZI1_TSS1_-70_g2	AZI1	137	244	261	162
AZI1_TSS1_+16_g3	AZI1	239	220	260	238
AZI1_TSS1_+140_g4	AZI1	185	281	273	129
AZI1_TSS1_+412_g5	AZI1	468	371	331	365
B9D2_TSS1_-232_g1	B9D2	446	566	590	546
B9D2_TSS1_-96_g2	B9D2	372	533	370	420
B9D2_TSS1_+23_g3	B9D2	352	607	479	335
B9D2_TSS1_+141_g4	B9D2	464	593	728	590
B9D2_TSS1_+410_g5	B9D2	653	481	495	717
BAALC_TSS1_-263_g1	BAALC	203	448	431	675
BAALC_TSS1_-68_g2	BAALC	333	444	409	246
BAALC_TSS1_+7_g3	BAALC	362	560	435	300
BAALC_TSS1_+152_g4	BAALC	352	297	364	363
BAALC_TSS1_+412_g5	BAALC	516	334	392	407
BABAM1_TSS1_-268_g1	BABAM1	692	708	666	690
BABAM1_TSS1_-99_g2	BABAM1	410	501	579	570
BABAM1_TSS1_+7_g3	BABAM1	729	798	1420	960
BABAM1_TSS1_+135_g4	BABAM1	765	803	648	1072
BABAM1_TSS1_+411_g5	BABAM1	376	634	686	666
BACH1_TSS1_-252_g1	BACH1	453	512	223	512
BACH1_TSS1_-75_g2	BACH1	641	426	654	468
BACH1_TSS1_+18_g3	BACH1	347	541	293	578
BACH1_TSS1_+169_g4	BACH1	496	332	341	433
BACH1_TSS1_+440_g5	BACH1	362	542	424	572
BACH2_TSS1_-268_g1	BACH2	1104	702	727	1506
BACH2_TSS1_-63_g2	BACH2	785	955	706	616
BACH2_TSS1_+19_g3	BACH2	1003	872	558	550
BACH2_TSS1_+165_g4	BACH2	781	1028	562	690
BACH2_TSS1_+428_g5	BACH2	1196	842	1023	722
BAG1_TSS1_-231_g1	BAG1	437	696	570	730
BAG1_TSS1_-90_g2	BAG1	612	805	538	610
BAG1_TSS1_+37_g3	BAG1	693	804	913	752
BAG1_TSS1_+151_g4	BAG1	806	896	1043	910
BAG1_TSS1_+405_g5	BAG1	386	699	426	610
BAG4_TSS1_-237_g1	BAG4	751	398	662	495
BAG4_TSS1_-70_g2	BAG4	426	582	535	441
BAG4_TSS1_+31_g3	BAG4	340	406	344	560
BAG4_TSS1_+161_g4	BAG4	563	371	481	582
BAG4_TSS1_+409_g5	BAG4	436	386	305	360
BAG6_TSS1_-267_g1	BAG6	986	1056	864	850
BAG6_TSS1_-79_g2	BAG6	552	738	870	832
BAG6_TSS1_+29_g3	BAG6	718	431	455	454
BAG6_TSS1_+155_g4	BAG6	550	926	456	371
BAG6_TSS1_+438_g5	BAG6	966	670	952	674
BAHD1_TSS1_-236_g1	BAHD1	664	875	1028	617
BAHD1_TSS1_-97_g2	BAHD1	1655	1016	581	662
BAHD1_TSS1_+38_g3	BAHD1	927	1139	602	758
BAHD1_TSS1_+168_g4	BAHD1	818	818	946	495
BAHD1_TSS1_+437_g5	BAHD1	887	856	1027	1187
BAIAP2_TSS1_-248_g1	BAIAP2	736	783	620	1251
BAIAP2_TSS1_-78_g2	BAIAP2	633	788	591	1140
BAIAP2_TSS1_+25_g3	BAIAP2	599	657	659	477
BAIAP2_TSS1_+154_g4	BAIAP2	343	908	542	841
BAIAP2_TSS1_+400_g5	BAIAP2	1250	810	555	819
BAIAP2L1_TSS1_-238_g1	BAIAP2L1	259	213	207	161
BAIAP2L1_TSS1_-69_g2	BAIAP2L1	161	192	155	198
BAIAP2L1_TSS1_+14_g3	BAIAP2L1	215	150	152	141
BAIAP2L1_TSS1_+150_g4	BAIAP2L1	179	151	142	126
BAIAP2L1_TSS1_+402_g5	BAIAP2L1	142	199	120	181
BANF2_TSS1_-266_g1	BANF2	218	329	221	313
BANF2_TSS1_-68_g2	BANF2	236	239	388	370
BANF2_TSS1_+20_g3	BANF2	212	263	308	257
BANF2_TSS1_+165_g4	BANF2	196	189	162	142
BANF2_TSS1_+415_g5	BANF2	274	251	289	141
BANP_TSS1_-266_g1	BANP	376	540	417	545
BANP_TSS1_-85_g2	BANP	839	711	481	396
BANP_TSS1_+43_g3	BANP	489	472	317	287
BANP_TSS1_+164_g4	BANP	545	653	354	477
BANP_TSS1_+421_g5	BANP	591	584	570	685
BAP1_TSS1_-246_g1	BAP1	262	332	169	180
BAP1_TSS1_-83_g2	BAP1	318	213	131	264
BAP1_TSS1_+26_g3	BAP1	126	154	102	150
BAP1_TSS1_+161_g4	BAP1	247	253	90	136
BAP1_TSS1_+436_g5	BAP1	279	308	234	248
BARD1_TSS1_-248_g1	BARD1	222	235	221	245
BARD1_TSS1_-80_g2	BARD1	225	217	223	202
BARD1_TSS1_+10_g3	BARD1	203	320	193	214
BARD1_TSS1_+165_g4	BARD1	248	172	234	151
BARD1_TSS1_+412_g5	BARD1	250	182	298	147
BARHL1_TSS1_-233_g1	BARHL1	911	520	657	974
BARHL1_TSS1_-68_g2	BARHL1	596	641	408	525
BARHL1_TSS1_+27_g3	BARHL1	1333	722	828	1200
BARHL1_TSS1_+166_g4	BARHL1	995	698	982	1301
BARHL1_TSS1_+409_g5	BARHL1	492	674	930	669
BARHL2_TSS1_-248_g1	BARHL2	355	406	448	290
BARHL2_TSS1_-92_g2	BARHL2	410	328	294	278
BARHL2_TSS1_+35_g3	BARHL2	249	246	196	341
BARHL2_TSS1_+138_g4	BARHL2	225	198	272	264
BARHL2_TSS1_+419_g5	BARHL2	317	312	319	522
BARX1_TSS1_-259_g1	BARX1	657	633	811	1154
BARX1_TSS1_-98_g2	BARX1	580	906	433	543
BARX1_TSS1_+17_g3	BARX1	468	600	755	531
BARX1_TSS1_+154_g4	BARX1	528	575	458	436
BARX1_TSS1_+408_g5	BARX1	888	551	707	648
BARX2_TSS1_-239_g1	BARX2	1361	967	697	749
BARX2_TSS1_-75_g2	BARX2	536	822	464	728
BARX2_TSS1_+16_g3	BARX2	1069	873	1050	1021
BARX2_TSS1_+165_g4	BARX2	992	795	552	791
BARX2_TSS1_+423_g5	BARX2	688	986	862	1196
BASP1_TSS1_-239_g1	BASP1	461	431	206	382
BASP1_TSS1_-96_g2	BASP1	386	529	431	225
BASP1_TSS1_+40_g3	BASP1	294	318	371	442
BASP1_TSS1_+132_g4	BASP1	381	533	294	476
BASP1_TSS1_+437_g5	BASP1	262	415	391	325
BATF_TSS1_-256_g1	BATF	524	612	674	500
BATF_TSS1_-63_g2	BATF	659	434	494	413
BATF_TSS1_+9_g3	BATF	454	343	424	633
BATF_TSS1_+161_g4	BATF	279	519	709	694
BATF_TSS1_+418_g5	BATF	247	373	426	353
BATF2_TSS1_-253_g1	BATF2	926	684	578	563
BATF2_TSS1_-60_g2	BATF2	781	824	661	634
BATF2_TSS1_+16_g3	BATF2	714	961	959	1173
BATF2_TSS1_+169_g4	BATF2	596	802	667	542
BATF2_TSS1_+413_g5	BATF2	671	819	816	620
BATF3_TSS1_-238_g1	BATF3	894	880	973	888
BATF3_TSS1_-80_g2	BATF3	944	903	914	1123
BATF3_TSS1_+23_g3	BATF3	440	463	417	595
BATF3_TSS1_+169_g4	BATF3	1252	632	1342	850
BATF3_TSS1_+407_g5	BATF3	713	655	692	1253
BAX_TSS1_-248_g1	BAX	181	216	175	119
BAX_TSS1_-88_g2	BAX	156	262	194	181
BAX_TSS1_+16_g3	BAX	247	122	118	129
BAX_TSS1_+164_g4	BAX	207	212	183	166
BAX_TSS1_+437_g5	BAX	169	189	185	210
BAZ1A_TSS1_-241_g1	BAZ1A	420	188	374	287
BAZ1A_TSS1_-60_g2	BAZ1A	450	387	260	312
BAZ1A_TSS1_+29_g3	BAZ1A	285	267	416	300
BAZ1A_TSS1_+153_g4	BAZ1A	360	233	228	285
BAZ1A_TSS1_+405_g5	BAZ1A	396	305	501	405
BAZ1B_TSS1_-254_g1	BAZ1B	871	815	588	503
BAZ1B_TSS1_-71_g2	BAZ1B	702	835	653	423
BAZ1B_TSS1_+10_g3	BAZ1B	730	839	754	731
BAZ1B_TSS1_+170_g4	BAZ1B	831	818	941	817
BAZ1B_TSS1_+420_g5	BAZ1B	943	1015	1114	384
BAZ2A_TSS1_-252_g1	BAZ2A	370	364	309	329
BAZ2A_TSS1_-80_g2	BAZ2A	407	572	307	317
BAZ2A_TSS1_+43_g3	BAZ2A	289	316	298	259
BAZ2A_TSS1_+166_g4	BAZ2A	306	358	368	492
BAZ2A_TSS1_+428_g5	BAZ2A	499	356	302	499
BAZ2B_TSS1_-270_g1	BAZ2B	439	675	459	457
BAZ2B_TSS1_-67_g2	BAZ2B	684	933	826	965
BAZ2B_TSS1_+44_g3	BAZ2B	583	708	661	583
BAZ2B_TSS1_+151_g4	BAZ2B	485	528	558	1053
BAZ2B_TSS1_+423_g5	BAZ2B	829	624	664	898
BBS9_TSS1_-230_g1	BBS9	382	383	380	423
BBS9_TSS1_-62_g2	BBS9	522	451	564	507
BBS9_TSS1_+22_g3	BBS9	486	586	285	540
BBS9_TSS1_+166_g4	BBS9	324	282	367	281
BBS9_TSS1_+425_g5	BBS9	516	618	556	606
BBX_TSS1_-261_g1	BBX	575	517	828	654
BBX_TSS1_-84_g2	BBX	713	570	1008	1084
BBX_TSS1_+12_g3	BBX	413	744	1045	500
BBX_TSS1_+142_g4	BBX	648	373	998	732
BBX_TSS1_+404_g5	BBX	541	559	499	1282
BCAS2_TSS1_-242_g1	BCAS2	612	450	686	513
BCAS2_TSS1_-83_g2	BCAS2	417	719	403	344
BCAS2_TSS1_+18_g3	BCAS2	693	525	400	409
BCAS2_TSS1_+159_g4	BCAS2	460	529	124	254
BCAS2_TSS1_+423_g5	BCAS2	516	572	675	573
BCAS3_TSS1_-241_g1	BCAS3	849	965	1071	999
BCAS3_TSS1_-69_g2	BCAS3	1189	496	772	659
BCAS3_TSS1_+23_g3	BCAS3	498	517	1011	710
BCAS3_TSS1_+132_g4	BCAS3	655	542	712	525
BCAS3_TSS1_+431_g5	BCAS3	538	502	510	487
BCAT1_TSS1_-240_g1	BCAT1	596	732	598	909
BCAT1_TSS1_-77_g2	BCAT1	802	1089	1112	1024
BCAT1_TSS1_+36_g3	BCAT1	857	699	641	792
BCAT1_TSS1_+144_g4	BCAT1	825	648	553	580
BCAT1_TSS1_+438_g5	BCAT1	749	593	526	496
BCCIP_TSS1_-260_g1	BCCIP	610	683	832	574
BCCIP_TSS1_-64_g2	BCCIP	383	402	561	353
BCCIP_TSS1_+27_g3	BCCIP	459	467	553	420
BCCIP_TSS1_+137_g4	BCCIP	348	381	525	303
BCCIP_TSS1_+401_g5	BCCIP	320	450	425	344
BCHE_TSS1_-234_g1	BCHE	449	541	837	542
BCHE_TSS1_-100_g2	BCHE	1239	894	1078	1065
BCHE_TSS1_+44_g3	BCHE	652	917	1109	760
BCHE_TSS1_+157_g4	BCHE	595	675	797	687
BCHE_TSS1_+402_g5	BCHE	861	864	660	853
BCKDK_TSS1_-256_g1	BCKDK	136	185	210	175
BCKDK_TSS1_-69_g2	BCKDK	372	235	181	229
BCKDK_TSS1_+42_g3	BCKDK	216	158	217	187
BCKDK_TSS1_+163_g4	BCKDK	216	276	209	262
BCKDK_TSS1_+419_g5	BCKDK	225	118	144	124
BCL10_TSS1_-249_g1	BCL10	201	209	346	255
BCL10_TSS1_-80_g2	BCL10	291	456	283	589
BCL10_TSS1_+39_g3	BCL10	258	341	313	284
BCL10_TSS1_+165_g4	BCL10	196	244	294	220
BCL10_TSS1_+419_g5	BCL10	264	468	296	211
BCL11A_TSS1_-244_g1	BCL11A	707	606	759	592
BCL11A_TSS1_-68_g2	BCL11A	726	1009	602	635
BCL11A_TSS1_+14_g3	BCL11A	873	544	1000	881
BCL11A_TSS1_+140_g4	BCL11A	950	537	1198	892
BCL11A_TSS1_+429_g5	BCL11A	752	748	824	862
BCL11B_TSS1_-264_g1	BCL11B	363	619	813	314
BCL11B_TSS1_-98_g2	BCL11B	629	472	657	568
BCL11B_TSS1_+8_g3	BCL11B	828	730	699	814
BCL11B_TSS1_+135_g4	BCL11B	757	616	515	840
BCL11B_TSS1_+405_g5	BCL11B	493	596	272	591
BCL2_TSS1_-267_g1	BCL2	961	570	805	398
BCL2_TSS1_-68_g2	BCL2	441	730	672	514
BCL2_TSS1_+16_g3	BCL2	860	1063	337	274
BCL2_TSS1_+163_g4	BCL2	945	546	476	541
BCL2_TSS1_+412_g5	BCL2	686	729	622	688
BCL2L1_TSS1_-232_g1	BCL2L1	378	439	515	305
BCL2L1_TSS1_-96_g2	BCL2L1	413	283	238	376
BCL2L1_TSS1_+40_g3	BCL2L1	177	178	244	165
BCL2L1_TSS1_+163_g4	BCL2L1	226	253	235	161
BCL2L1_TSS1_+424_g5	BCL2L1	312	557	457	288
BCL2L10_TSS1_-265_g1	BCL2L10	542	669	911	1048
BCL2L10_TSS1_-95_g2	BCL2L10	851	449	402	719
BCL2L10_TSS1_+29_g3	BCL2L10	927	813	716	360
BCL2L10_TSS1_+161_g4	BCL2L10	759	830	741	845
BCL2L10_TSS1_+438_g5	BCL2L10	871	634	529	915
BCL2L13_TSS1_-265_g1	BCL2L13	741	723	698	981
BCL2L13_TSS1_-83_g2	BCL2L13	607	474	559	486
BCL2L13_TSS1_+23_g3	BCL2L13	620	680	506	704
BCL2L13_TSS1_+136_g4	BCL2L13	442	669	587	448
BCL2L13_TSS1_+405_g5	BCL2L13	420	529	384	396
BCL3_TSS1_-254_g1	BCL3	377	316	490	539
BCL3_TSS1_-62_g2	BCL3	359	340	653	465
BCL3_TSS1_+7_g3	BCL3	537	359	634	265
BCL3_TSS1_+156_g4	BCL3	670	383	491	610
BCL3_TSS1_+409_g5	BCL3	542	699	393	653
BCL6_TSS1_-260_g1	BCL6	846	696	1176	705
BCL6_TSS1_-68_g2	BCL6	1167	1101	783	1073
BCL6_TSS1_+29_g3	BCL6	735	392	559	697
BCL6_TSS1_+168_g4	BCL6	895	427	735	856
BCL6_TSS1_+417_g5	BCL6	1017	684	810	687
BCL6B_TSS1_-269_g1	BCL6B	394	294	372	278
BCL6B_TSS1_-91_g2	BCL6B	486	433	517	262
BCL6B_TSS1_+36_g3	BCL6B	293	302	433	426
BCL6B_TSS1_+142_g4	BCL6B	408	260	438	559
BCL6B_TSS1_+412_g5	BCL6B	391	233	526	411
BCL9_TSS1_-244_g1	BCL9	795	703	791	820
BCL9_TSS1_-81_g2	BCL9	1241	913	874	677
BCL9_TSS1_+17_g3	BCL9	643	600	801	568
BCL9_TSS1_+134_g4	BCL9	905	810	720	928
BCL9_TSS1_+401_g5	BCL9	1122	918	732	1245
BCL9L_TSS1_-251_g1	BCL9L	439	343	597	481
BCL9L_TSS1_-61_g2	BCL9L	379	293	109	296
BCL9L_TSS1_+12_g3	BCL9L	283	294	284	359
BCL9L_TSS1_+141_g4	BCL9L	335	308	411	577
BCL9L_TSS1_+402_g5	BCL9L	333	295	275	349
BCLAF1_TSS1_-238_g1	BCLAF1	458	408	403	405
BCLAF1_TSS1_-83_g2	BCLAF1	295	334	177	287
BCLAF1_TSS1_+6_g3	BCLAF1	275	489	267	205
BCLAF1_TSS1_+161_g4	BCLAF1	332	502	186	254
BCLAF1_TSS1_+420_g5	BCLAF1	439	403	288	246
BCOR_TSS1_-261_g1	BCOR	1080	1056	1174	1474
BCOR_TSS1_-87_g2	BCOR	774	896	819	721
BCOR_TSS1_+6_g3	BCOR	736	1363	859	918
BCOR_TSS1_+169_g4	BCOR	847	701	1047	565
BCOR_TSS1_+402_g5	BCOR	1053	701	1113	447
BCORL1_TSS1_-258_g1	BCORL1	241	317	140	264
BCORL1_TSS1_-93_g2	BCORL1	159	217	136	143
BCORL1_TSS1_+23_g3	BCORL1	157	111	145	145
BCORL1_TSS1_+131_g4	BCORL1	163	181	107	114
BCORL1_TSS1_+427_g5	BCORL1	168	247	252	242
BCR_TSS1_-237_g1	BCR	1106	1106	716	603
BCR_TSS1_-79_g2	BCR	742	455	473	420
BCR_TSS1_+24_g3	BCR	1062	712	510	482
BCR_TSS1_+152_g4	BCR	939	874	555	574
BCR_TSS1_+416_g5	BCR	526	809	965	569
BDH1_TSS1_-251_g1	BDH1	914	591	499	632
BDH1_TSS1_-72_g2	BDH1	606	622	731	594
BDH1_TSS1_+18_g3	BDH1	511	294	345	601
BDH1_TSS1_+156_g4	BDH1	681	500	441	520
BDH1_TSS1_+419_g5	BDH1	459	350	443	597
BDP1_TSS1_-255_g1	BDP1	277	476	266	318
BDP1_TSS1_-62_g2	BDP1	179	229	162	175
BDP1_TSS1_+44_g3	BDP1	430	515	271	207
BDP1_TSS1_+150_g4	BDP1	360	258	148	185
BDP1_TSS1_+427_g5	BDP1	244	449	447	321
BECN1_TSS1_-267_g1	BECN1	866	710	515	664
BECN1_TSS1_-93_g2	BECN1	478	491	684	607
BECN1_TSS1_+41_g3	BECN1	739	1086	1018	563
BECN1_TSS1_+139_g4	BECN1	412	595	654	387
BECN1_TSS1_+405_g5	BECN1	591	555	687	517
BET1L_TSS1_-260_g1	BET1L	225	165	257	135
BET1L_TSS1_-89_g2	BET1L	245	200	180	190
BET1L_TSS1_+39_g3	BET1L	282	305	308	274
BET1L_TSS1_+151_g4	BET1L	207	118	198	171
BET1L_TSS1_+407_g5	BET1L	256	192	145	313
BEX1_TSS1_-264_g1	BEX1	731	708	911	495
BEX1_TSS1_-92_g2	BEX1	728	623	806	1147
BEX1_TSS1_+10_g3	BEX1	956	784	862	865
BEX1_TSS1_+149_g4	BEX1	636	612	336	787
BEX1_TSS1_+401_g5	BEX1	1001	750	455	558
BEX2_TSS1_-233_g1	BEX2	273	483	337	492
BEX2_TSS1_-86_g2	BEX2	284	211	348	222
BEX2_TSS1_+5_g3	BEX2	295	348	212	268
BEX2_TSS1_+159_g4	BEX2	262	286	275	161
BEX2_TSS1_+412_g5	BEX2	249	219	389	227
BEX4_TSS1_-243_g1	BEX4	183	105	178	187
BEX4_TSS1_-99_g2	BEX4	189	186	234	268
BEX4_TSS1_+31_g3	BEX4	168	205	262	242
BEX4_TSS1_+136_g4	BEX4	289	330	231	281
BEX4_TSS1_+422_g5	BEX4	264	315	284	530
BHLHA15_TSS1_-246_g1	BHLHA15	295	253	312	245
BHLHA15_TSS1_-80_g2	BHLHA15	306	269	199	291
BHLHA15_TSS1_+7_g3	BHLHA15	311	251	375	188
BHLHA15_TSS1_+130_g4	BHLHA15	218	174	143	149
BHLHA15_TSS1_+413_g5	BHLHA15	290	334	232	528
BHLHB9_TSS1_-263_g1	BHLHB9	173	185	171	170
BHLHB9_TSS1_-92_g2	BHLHB9	201	177	181	132
BHLHB9_TSS1_+24_g3	BHLHB9	196	133	110	80
BHLHB9_TSS1_+143_g4	BHLHB9	130	150	133	124
BHLHB9_TSS1_+413_g5	BHLHB9	151	127	115	124
BHLHE23_TSS1_-232_g1	BHLHE23	105	210	173	142
BHLHE23_TSS1_-89_g2	BHLHE23	347	240	304	148
BHLHE23_TSS1_+19_g3	BHLHE23	222	166	217	272
BHLHE23_TSS1_+158_g4	BHLHE23	193	217	268	150
BHLHE23_TSS1_+440_g5	BHLHE23	199	246	239	235
BHLHE40_TSS1_-245_g1	BHLHE40	703	537	1260	770
BHLHE40_TSS1_-98_g2	BHLHE40	445	526	713	952
BHLHE40_TSS1_+9_g3	BHLHE40	676	853	801	731
BHLHE40_TSS1_+170_g4	BHLHE40	544	760	581	599
BHLHE40_TSS1_+417_g5	BHLHE40	970	811	549	663
BHLHE41_TSS1_-247_g1	BHLHE41	281	391	688	527
BHLHE41_TSS1_-93_g2	BHLHE41	337	381	527	968
BHLHE41_TSS1_+23_g3	BHLHE41	526	282	424	428
BHLHE41_TSS1_+137_g4	BHLHE41	626	474	249	488
BHLHE41_TSS1_+429_g5	BHLHE41	424	453	384	348
BIN1_TSS1_-269_g1	BIN1	296	278	302	378
BIN1_TSS1_-92_g2	BIN1	395	377	369	318
BIN1_TSS1_+17_g3	BIN1	248	234	372	298
BIN1_TSS1_+158_g4	BIN1	335	274	257	212
BIN1_TSS1_+437_g5	BIN1	314	369	338	371
BIN3_TSS1_-236_g1	BIN3	224	237	214	305
BIN3_TSS1_-99_g2	BIN3	184	281	273	186
BIN3_TSS1_+30_g3	BIN3	325	313	263	202
BIN3_TSS1_+149_g4	BIN3	300	227	231	200
BIN3_TSS1_+420_g5	BIN3	242	323	313	317
BIRC2_TSS1_-254_g1	BIRC2	502	563	513	571
BIRC2_TSS1_-91_g2	BIRC2	415	749	700	566
BIRC2_TSS1_+21_g3	BIRC2	875	1106	823	978
BIRC2_TSS1_+155_g4	BIRC2	451	604	499	433
BIRC2_TSS1_+429_g5	BIRC2	754	401	758	839
BIRC3_TSS1_-265_g1	BIRC3	403	345	289	265
BIRC3_TSS1_-86_g2	BIRC3	456	504	453	304
BIRC3_TSS1_+21_g3	BIRC3	662	426	430	582
BIRC3_TSS1_+146_g4	BIRC3	433	499	540	363
BIRC3_TSS1_+413_g5	BIRC3	574	485	485	320
BIRC5_TSS1_-266_g1	BIRC5	428	401	267	342
BIRC5_TSS1_-79_g2	BIRC5	260	335	193	290
BIRC5_TSS1_+5_g3	BIRC5	216	224	238	239
BIRC5_TSS1_+158_g4	BIRC5	228	309	187	190
BIRC5_TSS1_+432_g5	BIRC5	190	347	233	218
BIRC6_TSS1_-265_g1	BIRC6	289	410	419	585
BIRC6_TSS1_-93_g2	BIRC6	477	350	253	313
BIRC6_TSS1_+24_g3	BIRC6	729	412	327	256
BIRC6_TSS1_+158_g4	BIRC6	411	524	477	257
BIRC6_TSS1_+420_g5	BIRC6	613	454	346	314
BIRC7_TSS1_-257_g1	BIRC7	810	745	1072	1321
BIRC7_TSS1_-72_g2	BIRC7	818	677	1068	504
BIRC7_TSS1_+45_g3	BIRC7	841	604	894	567
BIRC7_TSS1_+161_g4	BIRC7	927	972	740	519
BIRC7_TSS1_+430_g5	BIRC7	1102	1015	1011	1103
BIVM_TSS1_-264_g1	BIVM	752	650	785	889
BIVM_TSS1_-86_g2	BIVM	442	638	356	615
BIVM_TSS1_+16_g3	BIVM	748	755	813	569
BIVM_TSS1_+149_g4	BIVM	711	801	717	901
BIVM_TSS1_+416_g5	BIVM	593	488	363	557
BLCAP_TSS1_-245_g1	BLCAP	310	202	214	307
BLCAP_TSS1_-66_g2	BLCAP	228	175	279	254
BLCAP_TSS1_+24_g3	BLCAP	389	190	436	272
BLCAP_TSS1_+164_g4	BLCAP	227	348	218	335
BLCAP_TSS1_+406_g5	BLCAP	173	334	269	201
BLK_TSS1_-255_g1	BLK	622	802	1103	737
BLK_TSS1_-79_g2	BLK	831	1067	608	798
BLK_TSS1_+14_g3	BLK	579	487	667	540
BLK_TSS1_+142_g4	BLK	561	875	887	548
BLK_TSS1_+432_g5	BLK	839	773	1007	743
BLM_TSS1_-266_g1	BLM	273	247	278	320
BLM_TSS1_-88_g2	BLM	168	241	149	369
BLM_TSS1_+18_g3	BLM	211	204	357	188
BLM_TSS1_+148_g4	BLM	184	308	201	279
BLM_TSS1_+421_g5	BLM	415	264	379	385
BLMH_TSS1_-244_g1	BLMH	274	229	251	238
BLMH_TSS1_-73_g2	BLMH	277	269	258	225
BLMH_TSS1_+31_g3	BLMH	343	426	386	251
BLMH_TSS1_+158_g4	BLMH	314	289	329	227
BLMH_TSS1_+411_g5	BLMH	288	375	391	117
BLOC1S2_TSS1_-244_g1	BLOC1S2	510	524	804	381
BLOC1S2_TSS1_-94_g2	BLOC1S2	715	391	479	433
BLOC1S2_TSS1_+25_g3	BLOC1S2	592	614	457	433
BLOC1S2_TSS1_+165_g4	BLOC1S2	449	613	664	589
BLOC1S2_TSS1_+423_g5	BLOC1S2	424	630	493	585
BLVRB_TSS1_-241_g1	BLVRB	681	401	847	378
BLVRB_TSS1_-84_g2	BLVRB	903	702	889	1002
BLVRB_TSS1_+26_g3	BLVRB	994	803	757	1249
BLVRB_TSS1_+166_g4	BLVRB	1085	705	1173	942
BLVRB_TSS1_+439_g5	BLVRB	878	692	405	866
BLZF1_TSS1_-232_g1	BLZF1	990	967	818	859
BLZF1_TSS1_-63_g2	BLZF1	888	765	904	920
BLZF1_TSS1_+35_g3	BLZF1	469	694	901	1163
BLZF1_TSS1_+154_g4	BLZF1	868	896	1419	1191
BLZF1_TSS1_+415_g5	BLZF1	1005	1074	916	1299
BMI1_TSS1_-243_g1	BMI1	643	511	461	544
BMI1_TSS1_-84_g2	BMI1	383	767	273	367
BMI1_TSS1_+15_g3	BMI1	495	509	728	767
BMI1_TSS1_+147_g4	BMI1	946	536	1008	771
BMI1_TSS1_+437_g5	BMI1	698	709	823	737
BMP2K_TSS1_-264_g1	BMP2K	968	901	1071	618
BMP2K_TSS1_-72_g2	BMP2K	952	1073	934	720
BMP2K_TSS1_+28_g3	BMP2K	412	958	635	729
BMP2K_TSS1_+160_g4	BMP2K	944	591	691	731
BMP2K_TSS1_+417_g5	BMP2K	1025	665	1128	1016
BMPR1A_TSS1_-238_g1	BMPR1A	757	726	712	475
BMPR1A_TSS1_-95_g2	BMPR1A	906	928	1074	914
BMPR1A_TSS1_+37_g3	BMPR1A	978	1161	1114	955
BMPR1A_TSS1_+157_g4	BMPR1A	778	832	883	515
BMPR1A_TSS1_+432_g5	BMPR1A	1172	718	672	763
BMPR1B_TSS1_-263_g1	BMPR1B	844	954	692	951
BMPR1B_TSS1_-95_g2	BMPR1B	950	686	766	1026
BMPR1B_TSS1_+38_g3	BMPR1B	716	864	846	670
BMPR1B_TSS1_+154_g4	BMPR1B	581	673	539	733
BMPR1B_TSS1_+407_g5	BMPR1B	658	670	801	765
BMPR2_TSS1_-238_g1	BMPR2	289	306	336	301
BMPR2_TSS1_-94_g2	BMPR2	291	386	421	321
BMPR2_TSS1_+29_g3	BMPR2	410	380	531	362
BMPR2_TSS1_+151_g4	BMPR2	475	384	274	428
BMPR2_TSS1_+425_g5	BMPR2	329	358	302	273
BMS1_TSS1_-254_g1	BMS1	782	623	616	872
BMS1_TSS1_-79_g2	BMS1	656	838	520	552
BMS1_TSS1_+45_g3	BMS1	1063	908	869	710
BMS1_TSS1_+139_g4	BMS1	756	574	404	525
BMS1_TSS1_+403_g5	BMS1	1150	838	436	1014
BMX_TSS1_-268_g1	BMX	540	641	380	255
BMX_TSS1_-83_g2	BMX	554	455	330	357
BMX_TSS1_+33_g3	BMX	559	281	609	443
BMX_TSS1_+133_g4	BMX	563	495	422	550
BMX_TSS1_+411_g5	BMX	844	825	311	709
BNC1_TSS1_-269_g1	BNC1	1048	952	859	1028
BNC1_TSS1_-99_g2	BNC1	831	743	673	604
BNC1_TSS1_+10_g3	BNC1	652	932	1676	919
BNC1_TSS1_+153_g4	BNC1	756	1010	532	493
BNC1_TSS1_+417_g5	BNC1	994	929	601	743
BNC2_TSS1_-237_g1	BNC2	958	564	352	790
BNC2_TSS1_-80_g2	BNC2	397	631	478	481
BNC2_TSS1_+27_g3	BNC2	437	566	443	604
BNC2_TSS1_+155_g4	BNC2	918	495	686	788
BNC2_TSS1_+418_g5	BNC2	866	769	568	665
BNIP1_TSS1_-235_g1	BNIP1	646	470	469	434
BNIP1_TSS1_-92_g2	BNIP1	739	593	589	758
BNIP1_TSS1_+15_g3	BNIP1	551	640	464	317
BNIP1_TSS1_+149_g4	BNIP1	500	702	510	368
BNIP1_TSS1_+402_g5	BNIP1	628	494	556	871
BNIP2_TSS1_-247_g1	BNIP2	303	313	311	369
BNIP2_TSS1_-89_g2	BNIP2	328	255	266	431
BNIP2_TSS1_+6_g3	BNIP2	417	426	350	484
BNIP2_TSS1_+169_g4	BNIP2	469	433	407	302
