sgRNA	Gene	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2
ATXN1_TSS1_-225_g2	ATXN1	840	812	809	697
ATXN1_TSS1_-96_g3	ATXN1	1197	871	1006	1112
ATXN1_TSS1_+57_g4	ATXN1	740	581	597	1112
ATXN1_TSS1_+157_g5	ATXN1	692	705	700	538
ATXN1L_TSS1_-366_g1	ATXN1L	478	571	662	447
ATXN1L_TSS1_-236_g2	ATXN1L	677	385	701	606
ATXN1L_TSS1_-115_g3	ATXN1L	390	708	625	342
ATXN1L_TSS1_+36_g4	ATXN1L	555	1040	1034	1025
ATXN1L_TSS1_+168_g5	ATXN1L	652	720	1011	610
ATXN2_TSS1_-372_g1	ATXN2	165	190	140	93
ATXN2_TSS1_-208_g2	ATXN2	173	89	127	159
ATXN2_TSS1_-143_g3	ATXN2	131	139	178	316
ATXN2_TSS1_+31_g4	ATXN2	167	188	257	136
ATXN2_TSS1_+198_g5	ATXN2	147	115	81	129
ATXN2L_TSS1_-354_g1	ATXN2L	596	391	552	541
ATXN2L_TSS1_-229_g2	ATXN2L	300	313	223	243
ATXN2L_TSS1_-108_g3	ATXN2L	684	649	759	966
ATXN2L_TSS1_+41_g4	ATXN2L	710	590	583	751
ATXN2L_TSS1_+200_g5	ATXN2L	645	523	625	517
ATXN3_TSS1_-330_g1	ATXN3	1474	711	822	555
ATXN3_TSS1_-210_g2	ATXN3	679	884	540	414
ATXN3_TSS1_-116_g3	ATXN3	1123	981	1013	450
ATXN3_TSS1_+40_g4	ATXN3	570	808	822	717
ATXN3_TSS1_+194_g5	ATXN3	692	753	608	441
ATXN7_TSS1_-365_g1	ATXN7	227	482	381	443
ATXN7_TSS1_-227_g2	ATXN7	564	789	781	608
ATXN7_TSS1_-123_g3	ATXN7	652	540	727	793
ATXN7_TSS1_+19_g4	ATXN7	481	713	755	640
ATXN7_TSS1_+182_g5	ATXN7	652	750	524	879
ATXN7L3_TSS1_-348_g1	ATXN7L3	730	526	628	799
ATXN7L3_TSS1_-219_g2	ATXN7L3	747	676	809	581
ATXN7L3_TSS1_-108_g3	ATXN7L3	346	350	486	562
ATXN7L3_TSS1_+34_g4	ATXN7L3	501	508	477	565
ATXN7L3_TSS1_+168_g5	ATXN7L3	492	611	718	797
AUNIP_TSS1_-348_g1	AUNIP	111	104	149	97
AUNIP_TSS1_-234_g2	AUNIP	146	162	119	153
AUNIP_TSS1_-132_g3	AUNIP	163	78	127	223
AUNIP_TSS1_+43_g4	AUNIP	131	153	81	133
AUNIP_TSS1_+179_g5	AUNIP	98	166	84	176
AUP1_TSS1_-364_g1	AUP1	457	641	449	399
AUP1_TSS1_-214_g2	AUP1	537	652	582	883
AUP1_TSS1_-100_g3	AUP1	664	785	847	1022
AUP1_TSS1_+56_g4	AUP1	665	827	636	723
AUP1_TSS1_+170_g5	AUP1	603	548	574	879
AURKA_TSS1_-327_g1	AURKA	219	252	222	168
AURKA_TSS1_-208_g2	AURKA	233	284	274	250
AURKA_TSS1_-138_g3	AURKA	151	106	181	139
AURKA_TSS1_+56_g4	AURKA	128	104	128	168
AURKA_TSS1_+195_g5	AURKA	94	167	137	103
AURKAIP1_TSS1_-342_g1	AURKAIP1	779	856	640	466
AURKAIP1_TSS1_-230_g2	AURKAIP1	480	577	690	568
AURKAIP1_TSS1_-126_g3	AURKAIP1	498	592	653	618
AURKAIP1_TSS1_+34_g4	AURKAIP1	399	419	361	371
AURKAIP1_TSS1_+186_g5	AURKAIP1	528	619	459	376
AURKB_TSS1_-364_g1	AURKB	588	571	1318	884
AURKB_TSS1_-238_g2	AURKB	630	836	632	842
AURKB_TSS1_-134_g3	AURKB	675	587	623	561
AURKB_TSS1_+32_g4	AURKB	527	634	646	558
AURKB_TSS1_+201_g5	AURKB	1084	965	835	805
AURKC_TSS1_-346_g1	AURKC	794	775	734	687
AURKC_TSS1_-213_g2	AURKC	800	864	949	694
AURKC_TSS1_-114_g3	AURKC	964	1334	862	1138
AURKC_TSS1_+16_g4	AURKC	752	849	847	571
AURKC_TSS1_+191_g5	AURKC	496	639	577	489
AVPI1_TSS1_-364_g1	AVPI1	662	708	683	606
AVPI1_TSS1_-225_g2	AVPI1	754	470	670	609
AVPI1_TSS1_-135_g3	AVPI1	390	294	327	525
AVPI1_TSS1_+51_g4	AVPI1	402	520	503	765
AVPI1_TSS1_+191_g5	AVPI1	324	390	265	614
AXIN1_TSS1_-348_g1	AXIN1	184	257	174	313
AXIN1_TSS1_-233_g2	AXIN1	77	247	233	285
AXIN1_TSS1_-136_g3	AXIN1	317	238	331	357
AXIN1_TSS1_+29_g4	AXIN1	281	261	280	171
AXIN1_TSS1_+200_g5	AXIN1	259	284	138	166
AXIN2_TSS1_-355_g1	AXIN2	393	213	321	262
AXIN2_TSS1_-220_g2	AXIN2	256	350	312	331
AXIN2_TSS1_-132_g3	AXIN2	243	284	535	281
AXIN2_TSS1_+33_g4	AXIN2	481	464	427	563
AXIN2_TSS1_+199_g5	AXIN2	409	324	399	404
AXL_TSS1_-332_g1	AXL	488	381	555	297
AXL_TSS1_-195_g2	AXL	540	393	713	430
AXL_TSS1_-121_g3	AXL	946	1001	512	501
AXL_TSS1_+46_g4	AXL	193	402	492	433
AXL_TSS1_+180_g5	AXL	592	665	712	540
AZI1_TSS1_-339_g1	AZI1	261	193	199	154
AZI1_TSS1_-210_g2	AZI1	169	208	276	256
AZI1_TSS1_-131_g3	AZI1	211	241	115	170
AZI1_TSS1_+50_g4	AZI1	194	247	139	301
AZI1_TSS1_+165_g5	AZI1	225	240	214	254
B9D2_TSS1_-372_g1	B9D2	912	708	1077	848
B9D2_TSS1_-227_g2	B9D2	642	919	447	832
B9D2_TSS1_-112_g3	B9D2	394	666	464	463
B9D2_TSS1_+40_g4	B9D2	800	947	576	583
B9D2_TSS1_+167_g5	B9D2	543	387	513	554
BAALC_TSS1_-349_g1	BAALC	1001	778	876	383
BAALC_TSS1_-240_g2	BAALC	584	649	958	525
BAALC_TSS1_-130_g3	BAALC	654	765	798	702
BAALC_TSS1_+62_g4	BAALC	1160	981	982	970
BAALC_TSS1_+203_g5	BAALC	644	631	684	526
BABAM1_TSS1_-367_g1	BABAM1	642	584	447	612
BABAM1_TSS1_-227_g2	BABAM1	846	1049	853	743
BABAM1_TSS1_-124_g3	BABAM1	566	457	591	529
BABAM1_TSS1_+18_g4	BABAM1	878	1547	1415	1173
BABAM1_TSS1_+173_g5	BABAM1	682	1035	846	882
BACH1_TSS1_-371_g1	BACH1	280	288	159	250
BACH1_TSS1_-231_g2	BACH1	287	265	157	267
BACH1_TSS1_-117_g3	BACH1	259	244	174	175
BACH1_TSS1_+22_g4	BACH1	263	352	234	232
BACH1_TSS1_+155_g5	BACH1	316	329	254	308
BACH2_TSS1_-373_g1	BACH2	758	663	590	513
BACH2_TSS1_-207_g2	BACH2	647	1040	703	975
BACH2_TSS1_-138_g3	BACH2	607	648	734	633
BACH2_TSS1_+39_g4	BACH2	990	371	810	633
BACH2_TSS1_+185_g5	BACH2	1159	931	811	507
BAG1_TSS1_-327_g1	BAG1	566	412	653	442
BAG1_TSS1_-196_g2	BAG1	482	470	451	400
BAG1_TSS1_-126_g3	BAG1	484	365	598	598
BAG1_TSS1_+17_g4	BAG1	257	411	554	268
BAG1_TSS1_+203_g5	BAG1	385	213	491	406
BAG4_TSS1_-337_g1	BAG4	393	293	253	342
BAG4_TSS1_-206_g2	BAG4	332	316	273	290
BAG4_TSS1_-132_g3	BAG4	303	388	319	342
BAG4_TSS1_+38_g4	BAG4	599	461	482	353
BAG4_TSS1_+196_g5	BAG4	287	340	327	262
BAG6_TSS1_-375_g1	BAG6	648	649	513	397
BAG6_TSS1_-195_g2	BAG6	663	836	593	488
BAG6_TSS1_-124_g3	BAG6	697	616	408	686
BAG6_TSS1_+53_g4	BAG6	482	334	383	412
BAG6_TSS1_+194_g5	BAG6	560	698	750	852
BAHD1_TSS1_-347_g1	BAHD1	263	665	628	469
BAHD1_TSS1_-216_g2	BAHD1	374	225	434	435
BAHD1_TSS1_-136_g3	BAHD1	391	310	513	666
BAHD1_TSS1_+48_g4	BAHD1	362	280	325	243
BAHD1_TSS1_+182_g5	BAHD1	516	452	310	340
BAIAP2_TSS1_-328_g1	BAIAP2	241	263	271	184
BAIAP2_TSS1_-203_g2	BAIAP2	393	283	285	479
BAIAP2_TSS1_-99_g3	BAIAP2	357	241	214	292
BAIAP2_TSS1_+39_g4	BAIAP2	389	306	425	342
BAIAP2_TSS1_+183_g5	BAIAP2	342	209	374	313
BAIAP2L1_TSS1_-338_g1	BAIAP2L1	248	338	360	313
BAIAP2L1_TSS1_-245_g2	BAIAP2L1	287	358	385	257
BAIAP2L1_TSS1_-113_g3	BAIAP2L1	375	297	252	351
BAIAP2L1_TSS1_+64_g4	BAIAP2L1	269	184	229	300
BAIAP2L1_TSS1_+166_g5	BAIAP2L1	175	201	159	296
BANF2_TSS1_-335_g1	BANF2	989	952	645	1181
BANF2_TSS1_-199_g2	BANF2	690	873	788	848
BANF2_TSS1_-140_g3	BANF2	919	940	1075	1010
BANF2_TSS1_+65_g4	BANF2	1046	1406	856	806
BANF2_TSS1_+176_g5	BANF2	1114	957	828	1065
BANP_TSS1_-341_g1	BANP	436	533	852	491
BANP_TSS1_-244_g2	BANP	668	505	611	498
BANP_TSS1_-141_g3	BANP	544	325	394	460
BANP_TSS1_+46_g4	BANP	375	507	311	605
BANP_TSS1_+156_g5	BANP	361	434	469	579
BAP1_TSS1_-371_g1	BAP1	442	890	879	702
BAP1_TSS1_-212_g2	BAP1	487	417	553	476
BAP1_TSS1_-141_g3	BAP1	366	369	581	849
BAP1_TSS1_+21_g4	BAP1	782	1013	921	1028
BAP1_TSS1_+189_g5	BAP1	652	497	746	733
BARD1_TSS1_-342_g1	BARD1	264	283	291	289
BARD1_TSS1_-223_g2	BARD1	192	211	140	179
BARD1_TSS1_-139_g3	BARD1	275	262	233	207
BARD1_TSS1_+38_g4	BARD1	266	223	221	158
BARD1_TSS1_+164_g5	BARD1	247	194	247	133
BARHL1_TSS1_-360_g1	BARHL1	770	844	755	559
BARHL1_TSS1_-241_g2	BARHL1	634	1125	928	845
BARHL1_TSS1_-100_g3	BARHL1	1066	744	916	627
BARHL1_TSS1_+45_g4	BARHL1	680	680	750	1243
BARHL1_TSS1_+180_g5	BARHL1	930	1088	1115	954
BARHL2_TSS1_-341_g1	BARHL2	287	321	376	307
BARHL2_TSS1_-198_g2	BARHL2	304	131	342	348
BARHL2_TSS1_-122_g3	BARHL2	338	713	510	334
BARHL2_TSS1_+17_g4	BARHL2	262	241	282	246
BARHL2_TSS1_+164_g5	BARHL2	446	297	211	254
BARX1_TSS1_-352_g1	BARX1	701	528	604	669
BARX1_TSS1_-216_g2	BARX1	524	560	441	462
BARX1_TSS1_-137_g3	BARX1	523	490	479	542
BARX1_TSS1_+16_g4	BARX1	535	543	571	565
BARX1_TSS1_+176_g5	BARX1	647	573	383	445
BARX2_TSS1_-368_g1	BARX2	644	680	764	972
BARX2_TSS1_-229_g2	BARX2	735	859	835	524
BARX2_TSS1_-127_g3	BARX2	734	997	802	1216
BARX2_TSS1_+47_g4	BARX2	744	853	1090	830
BARX2_TSS1_+162_g5	BARX2	550	717	387	393
BASP1_TSS1_-360_g1	BASP1	534	525	1851	926
BASP1_TSS1_-202_g2	BASP1	472	355	2202	2847
BASP1_TSS1_-97_g3	BASP1	515	442	1846	1753
BASP1_TSS1_+40_g4	BASP1	366	378	589	591
BASP1_TSS1_+188_g5	BASP1	395	338	536	550
BATF_TSS1_-358_g1	BATF	1628	1684	914	1270
BATF_TSS1_-230_g2	BATF	703	735	801	683
BATF_TSS1_-125_g3	BATF	523	798	679	673
BATF_TSS1_+60_g4	BATF	937	672	834	450
BATF_TSS1_+177_g5	BATF	858	694	750	532
BATF2_TSS1_-338_g1	BATF2	556	725	454	842
BATF2_TSS1_-207_g2	BATF2	472	782	565	600
BATF2_TSS1_-134_g3	BATF2	377	596	722	363
BATF2_TSS1_+27_g4	BATF2	663	501	677	563
BATF2_TSS1_+202_g5	BATF2	283	364	290	458
BATF3_TSS1_-328_g1	BATF3	950	1056	831	1079
BATF3_TSS1_-197_g2	BATF3	617	682	648	425
BATF3_TSS1_-145_g3	BATF3	606	949	534	812
BATF3_TSS1_+49_g4	BATF3	711	508	408	514
BATF3_TSS1_+199_g5	BATF3	577	529	1023	963
BAX_TSS1_-329_g1	BAX	731	622	795	687
BAX_TSS1_-223_g2	BAX	398	382	458	351
BAX_TSS1_-117_g3	BAX	480	402	437	454
BAX_TSS1_+31_g4	BAX	474	688	474	853
BAX_TSS1_+164_g5	BAX	725	496	589	521
BAZ1A_TSS1_-355_g1	BAZ1A	195	189	169	255
BAZ1A_TSS1_-203_g2	BAZ1A	278	150	167	130
BAZ1A_TSS1_-122_g3	BAZ1A	277	309	228	213
BAZ1A_TSS1_+22_g4	BAZ1A	215	260	336	206
BAZ1A_TSS1_+173_g5	BAZ1A	132	207	195	118
BAZ1B_TSS1_-366_g1	BAZ1B	577	485	649	628
BAZ1B_TSS1_-200_g2	BAZ1B	1018	887	832	634
BAZ1B_TSS1_-128_g3	BAZ1B	713	574	723	556
BAZ1B_TSS1_+56_g4	BAZ1B	362	502	581	586
BAZ1B_TSS1_+166_g5	BAZ1B	628	561	578	466
BAZ2A_TSS1_-370_g1	BAZ2A	329	802	491	761
BAZ2A_TSS1_-218_g2	BAZ2A	418	488	750	587
BAZ2A_TSS1_-102_g3	BAZ2A	386	667	666	674
BAZ2A_TSS1_+44_g4	BAZ2A	534	482	575	516
BAZ2A_TSS1_+190_g5	BAZ2A	336	846	399	523
BAZ2B_TSS1_-362_g1	BAZ2B	545	313	708	562
BAZ2B_TSS1_-208_g2	BAZ2B	906	910	752	685
BAZ2B_TSS1_-126_g3	BAZ2B	894	928	1149	1015
BAZ2B_TSS1_+42_g4	BAZ2B	803	785	1072	1375
BAZ2B_TSS1_+161_g5	BAZ2B	664	500	835	798
BBS9_TSS1_-327_g1	BBS9	175	156	167	78
BBS9_TSS1_-217_g2	BBS9	214	131	188	226
BBS9_TSS1_-119_g3	BBS9	246	181	277	339
BBS9_TSS1_+54_g4	BBS9	219	229	153	182
BBS9_TSS1_+163_g5	BBS9	175	167	138	189
BBX_TSS1_-368_g1	BBX	246	189	834	815
BBX_TSS1_-231_g2	BBX	391	628	1527	1753
BBX_TSS1_-108_g3	BBX	503	448	574	1089
BBX_TSS1_+53_g4	BBX	446	352	377	351
BBX_TSS1_+205_g5	BBX	250	259	324	289
BCAS2_TSS1_-367_g1	BCAS2	721	350	534	569
BCAS2_TSS1_-218_g2	BCAS2	657	505	439	735
BCAS2_TSS1_-96_g3	BCAS2	415	477	477	563
BCAS2_TSS1_+32_g4	BCAS2	820	790	600	580
BCAS2_TSS1_+167_g5	BCAS2	495	596	574	274
BCAS3_TSS1_-367_g1	BCAS3	613	529	518	776
BCAS3_TSS1_-224_g2	BCAS3	575	455	481	476
BCAS3_TSS1_-123_g3	BCAS3	512	603	788	549
BCAS3_TSS1_+17_g4	BCAS3	875	882	829	839
BCAS3_TSS1_+158_g5	BCAS3	651	307	477	628
BCAT1_TSS1_-347_g1	BCAT1	188	214	245	165
BCAT1_TSS1_-213_g2	BCAT1	312	466	274	279
BCAT1_TSS1_-134_g3	BCAT1	381	435	379	347
BCAT1_TSS1_+38_g4	BCAT1	260	335	196	334
BCAT1_TSS1_+186_g5	BCAT1	252	217	297	235
BCCIP_TSS1_-374_g1	BCCIP	267	294	223	158
BCCIP_TSS1_-198_g2	BCCIP	392	419	566	614
BCCIP_TSS1_-108_g3	BCCIP	374	331	392	448
BCCIP_TSS1_+18_g4	BCCIP	337	507	279	327
BCCIP_TSS1_+165_g5	BCCIP	368	208	443	282
BCHE_TSS1_-333_g1	BCHE	908	800	687	972
BCHE_TSS1_-205_g2	BCHE	887	1381	995	1002
BCHE_TSS1_-100_g3	BCHE	1215	583	591	560
BCHE_TSS1_+44_g4	BCHE	709	693	550	722
BCHE_TSS1_+172_g5	BCHE	888	1139	1034	820
BCKDK_TSS1_-335_g1	BCKDK	509	391	1077	892
BCKDK_TSS1_-240_g2	BCKDK	603	293	2364	2850
BCKDK_TSS1_-110_g3	BCKDK	356	483	1268	1022
BCKDK_TSS1_+64_g4	BCKDK	376	495	1088	639
BCKDK_TSS1_+181_g5	BCKDK	415	432	697	613
BCL10_TSS1_-359_g1	BCL10	816	497	648	585
BCL10_TSS1_-199_g2	BCL10	783	882	490	1107
BCL10_TSS1_-134_g3	BCL10	845	876	682	604
BCL10_TSS1_+16_g4	BCL10	370	465	601	518
BCL10_TSS1_+198_g5	BCL10	741	531	765	740
BCL11A_TSS1_-356_g1	BCL11A	241	310	393	252
BCL11A_TSS1_-239_g2	BCL11A	205	226	358	326
BCL11A_TSS1_-139_g3	BCL11A	285	188	205	277
BCL11A_TSS1_+61_g4	BCL11A	274	225	200	287
BCL11A_TSS1_+188_g5	BCL11A	234	192	189	216
BCL11B_TSS1_-326_g1	BCL11B	451	578	529	739
BCL11B_TSS1_-241_g2	BCL11B	577	1036	643	699
BCL11B_TSS1_-140_g3	BCL11B	490	736	748	678
BCL11B_TSS1_+44_g4	BCL11B	711	807	592	1049
BCL11B_TSS1_+168_g5	BCL11B	664	720	761	592
BCL2_TSS1_-362_g1	BCL2	135	172	271	184
BCL2_TSS1_-242_g2	BCL2	101	145	130	82
BCL2_TSS1_-137_g3	BCL2	239	265	331	338
BCL2_TSS1_+35_g4	BCL2	125	225	154	230
BCL2_TSS1_+203_g5	BCL2	347	263	167	279
BCL2L1_TSS1_-357_g1	BCL2L1	508	428	464	667
BCL2L1_TSS1_-232_g2	BCL2L1	475	326	400	365
BCL2L1_TSS1_-107_g3	BCL2L1	473	565	688	425
BCL2L1_TSS1_+49_g4	BCL2L1	386	381	546	458
BCL2L1_TSS1_+182_g5	BCL2L1	510	528	464	619
BCL2L10_TSS1_-371_g1	BCL2L10	591	808	542	497
BCL2L10_TSS1_-197_g2	BCL2L10	447	684	789	664
BCL2L10_TSS1_-114_g3	BCL2L10	692	596	460	471
BCL2L10_TSS1_+20_g4	BCL2L10	606	669	510	878
BCL2L10_TSS1_+161_g5	BCL2L10	884	952	605	927
BCL2L13_TSS1_-332_g1	BCL2L13	487	632	453	683
BCL2L13_TSS1_-213_g2	BCL2L13	553	524	441	386
BCL2L13_TSS1_-97_g3	BCL2L13	426	384	440	535
BCL2L13_TSS1_+17_g4	BCL2L13	332	530	519	497
BCL2L13_TSS1_+195_g5	BCL2L13	453	323	610	463
BCL3_TSS1_-365_g1	BCL3	637	529	897	802
BCL3_TSS1_-226_g2	BCL3	558	465	368	666
BCL3_TSS1_-124_g3	BCL3	496	627	550	311
BCL3_TSS1_+18_g4	BCL3	385	218	347	301
BCL3_TSS1_+203_g5	BCL3	678	911	589	526
BCL6_TSS1_-374_g1	BCL6	682	555	609	747
BCL6_TSS1_-203_g2	BCL6	661	568	657	547
BCL6_TSS1_-126_g3	BCL6	773	564	544	707
BCL6_TSS1_+56_g4	BCL6	811	867	1128	828
BCL6_TSS1_+188_g5	BCL6	1102	458	911	948
BCL6B_TSS1_-363_g1	BCL6B	208	118	257	159
BCL6B_TSS1_-204_g2	BCL6B	202	144	136	227
BCL6B_TSS1_-116_g3	BCL6B	276	207	253	232
BCL6B_TSS1_+26_g4	BCL6B	167	258	245	258
BCL6B_TSS1_+171_g5	BCL6B	184	157	192	255
BCL9_TSS1_-371_g1	BCL9	619	904	464	756
BCL9_TSS1_-205_g2	BCL9	931	501	597	585
BCL9_TSS1_-108_g3	BCL9	565	692	872	992
BCL9_TSS1_+63_g4	BCL9	560	777	706	602
BCL9_TSS1_+173_g5	BCL9	745	736	830	414
BCL9L_TSS1_-373_g1	BCL9L	522	586	861	477
BCL9L_TSS1_-199_g2	BCL9L	1328	1209	1372	682
BCL9L_TSS1_-99_g3	BCL9L	615	529	1067	691
BCL9L_TSS1_+30_g4	BCL9L	955	1234	764	770
BCL9L_TSS1_+178_g5	BCL9L	438	987	639	861
BCLAF1_TSS1_-372_g1	BCLAF1	235	320	280	282
BCLAF1_TSS1_-225_g2	BCLAF1	229	368	343	277
BCLAF1_TSS1_-110_g3	BCLAF1	237	251	220	129
BCLAF1_TSS1_+29_g4	BCLAF1	409	183	186	261
BCLAF1_TSS1_+157_g5	BCLAF1	236	284	202	356
BCOR_TSS1_-375_g1	BCOR	310	287	135	320
BCOR_TSS1_-241_g2	BCOR	357	348	328	261
BCOR_TSS1_-105_g3	BCOR	300	199	169	360
BCOR_TSS1_+36_g4	BCOR	391	299	190	260
BCOR_TSS1_+170_g5	BCOR	257	461	233	368
BCORL1_TSS1_-344_g1	BCORL1	299	490	305	417
BCORL1_TSS1_-241_g2	BCORL1	288	224	513	376
BCORL1_TSS1_-108_g3	BCORL1	315	232	293	586
BCORL1_TSS1_+25_g4	BCORL1	264	250	206	239
BCORL1_TSS1_+192_g5	BCORL1	431	374	484	264
BCR_TSS1_-374_g1	BCR	756	730	530	652
BCR_TSS1_-195_g2	BCR	659	504	520	695
BCR_TSS1_-112_g3	BCR	724	952	578	389
BCR_TSS1_+25_g4	BCR	606	767	618	421
BCR_TSS1_+184_g5	BCR	806	1069	595	863
BDH1_TSS1_-372_g1	BDH1	565	611	432	718
BDH1_TSS1_-195_g2	BDH1	955	689	767	759
BDH1_TSS1_-126_g3	BDH1	1090	886	512	893
BDH1_TSS1_+41_g4	BDH1	662	495	732	836
BDH1_TSS1_+177_g5	BDH1	831	779	911	912
BDP1_TSS1_-325_g1	BDP1	652	1246	702	689
BDP1_TSS1_-196_g2	BDP1	779	853	863	590
BDP1_TSS1_-100_g3	BDP1	791	1214	637	1055
BDP1_TSS1_+28_g4	BDP1	1197	1226	607	983
BDP1_TSS1_+171_g5	BDP1	1021	873	661	803
BECN1_TSS1_-332_g1	BECN1	934	511	973	982
BECN1_TSS1_-238_g2	BECN1	818	979	929	1123
BECN1_TSS1_-109_g3	BECN1	654	900	844	449
BECN1_TSS1_+58_g4	BECN1	1010	1400	1175	919
BECN1_TSS1_+204_g5	BECN1	436	633	336	848
BET1L_TSS1_-365_g1	BET1L	356	713	541	387
BET1L_TSS1_-233_g2	BET1L	335	679	707	494
BET1L_TSS1_-141_g3	BET1L	707	787	561	470
BET1L_TSS1_+57_g4	BET1L	636	468	681	672
BET1L_TSS1_+177_g5	BET1L	437	614	427	647
BEX1_TSS1_-340_g1	BEX1	536	673	432	382
BEX1_TSS1_-235_g2	BEX1	721	671	640	737
BEX1_TSS1_-130_g3	BEX1	969	939	625	933
BEX1_TSS1_+29_g4	BEX1	772	1230	846	759
BEX1_TSS1_+199_g5	BEX1	903	611	669	1149
BEX2_TSS1_-354_g1	BEX2	337	364	498	528
BEX2_TSS1_-235_g2	BEX2	248	224	205	219
BEX2_TSS1_-138_g3	BEX2	360	375	223	287
BEX2_TSS1_+26_g4	BEX2	230	341	263	147
BEX2_TSS1_+187_g5	BEX2	311	182	353	182
BEX4_TSS1_-355_g1	BEX4	434	226	255	541
BEX4_TSS1_-233_g2	BEX4	343	656	567	416
BEX4_TSS1_-123_g3	BEX4	259	411	417	446
BEX4_TSS1_+54_g4	BEX4	317	618	365	383
BEX4_TSS1_+166_g5	BEX4	675	458	834	608
BHLHA15_TSS1_-375_g1	BHLHA15	1176	838	1061	1104
BHLHA15_TSS1_-229_g2	BHLHA15	915	609	770	705
BHLHA15_TSS1_-131_g3	BHLHA15	940	478	885	442
BHLHA15_TSS1_+19_g4	BHLHA15	737	778	1108	1412
BHLHA15_TSS1_+203_g5	BHLHA15	508	740	487	733
BHLHB9_TSS1_-348_g1	BHLHB9	596	300	624	318
BHLHB9_TSS1_-208_g2	BHLHB9	548	454	295	433
BHLHB9_TSS1_-144_g3	BHLHB9	493	399	581	592
BHLHB9_TSS1_+63_g4	BHLHB9	589	515	333	473
BHLHB9_TSS1_+197_g5	BHLHB9	390	339	294	379
BHLHE23_TSS1_-355_g1	BHLHE23	1249	1052	1056	887
BHLHE23_TSS1_-224_g2	BHLHE23	1491	1366	911	835
BHLHE23_TSS1_-112_g3	BHLHE23	488	567	669	487
BHLHE23_TSS1_+64_g4	BHLHE23	996	1559	1460	1413
BHLHE23_TSS1_+156_g5	BHLHE23	1032	1138	1168	1011
BHLHE40_TSS1_-336_g1	BHLHE40	376	646	2232	2089
BHLHE40_TSS1_-222_g2	BHLHE40	439	300	1421	1280
BHLHE40_TSS1_-124_g3	BHLHE40	404	462	2122	1953
BHLHE40_TSS1_+42_g4	BHLHE40	410	299	561	766
BHLHE40_TSS1_+179_g5	BHLHE40	364	487	311	484
BHLHE41_TSS1_-344_g1	BHLHE41	194	215	233	397
BHLHE41_TSS1_-206_g2	BHLHE41	138	233	234	329
BHLHE41_TSS1_-107_g3	BHLHE41	255	156	221	239
BHLHE41_TSS1_+28_g4	BHLHE41	169	93	82	102
BHLHE41_TSS1_+189_g5	BHLHE41	131	150	241	182
BIN1_TSS1_-328_g1	BIN1	597	607	5725	3176
BIN1_TSS1_-234_g2	BIN1	580	618	1829	1604
BIN1_TSS1_-98_g3	BIN1	626	571	2407	4161
BIN1_TSS1_+47_g4	BIN1	691	619	880	933
BIN1_TSS1_+168_g5	BIN1	773	498	821	591
BIN3_TSS1_-358_g1	BIN3	414	356	763	408
BIN3_TSS1_-200_g2	BIN3	569	585	378	404
BIN3_TSS1_-125_g3	BIN3	290	336	398	401
BIN3_TSS1_+65_g4	BIN3	374	336	428	366
BIN3_TSS1_+163_g5	BIN3	463	408	540	557
BIRC2_TSS1_-334_g1	BIRC2	501	517	386	469
BIRC2_TSS1_-214_g2	BIRC2	573	597	401	420
BIRC2_TSS1_-139_g3	BIRC2	309	248	322	305
BIRC2_TSS1_+28_g4	BIRC2	341	444	536	618
BIRC2_TSS1_+199_g5	BIRC2	408	493	469	461
BIRC3_TSS1_-349_g1	BIRC3	300	383	251	272
BIRC3_TSS1_-204_g2	BIRC3	188	202	94	201
BIRC3_TSS1_-138_g3	BIRC3	144	132	271	184
BIRC3_TSS1_+41_g4	BIRC3	114	208	240	231
BIRC3_TSS1_+157_g5	BIRC3	204	250	169	116
BIRC5_TSS1_-352_g1	BIRC5	419	324	339	253
BIRC5_TSS1_-209_g2	BIRC5	372	325	328	359
BIRC5_TSS1_-106_g3	BIRC5	297	266	221	285
BIRC5_TSS1_+28_g4	BIRC5	385	203	302	241
BIRC5_TSS1_+169_g5	BIRC5	284	331	267	299
BIRC6_TSS1_-344_g1	BIRC6	1200	1217	1351	1132
BIRC6_TSS1_-221_g2	BIRC6	838	1170	699	838
BIRC6_TSS1_-125_g3	BIRC6	1002	1334	1126	1017
BIRC6_TSS1_+21_g4	BIRC6	636	540	802	429
BIRC6_TSS1_+155_g5	BIRC6	1313	1341	1112	966
BIRC7_TSS1_-356_g1	BIRC7	1137	999	776	1171
BIRC7_TSS1_-232_g2	BIRC7	931	804	810	747
BIRC7_TSS1_-144_g3	BIRC7	764	624	930	726
BIRC7_TSS1_+60_g4	BIRC7	812	1017	1313	1288
BIRC7_TSS1_+158_g5	BIRC7	548	620	570	466
BIVM_TSS1_-326_g1	BIVM	305	203	237	221
BIVM_TSS1_-227_g2	BIVM	237	209	366	159
BIVM_TSS1_-135_g3	BIVM	339	566	339	423
BIVM_TSS1_+53_g4	BIVM	451	256	318	212
BIVM_TSS1_+194_g5	BIVM	231	207	312	313
BLCAP_TSS1_-326_g1	BLCAP	521	888	726	636
BLCAP_TSS1_-240_g2	BLCAP	316	312	246	324
BLCAP_TSS1_-123_g3	BLCAP	418	433	312	384
BLCAP_TSS1_+18_g4	BLCAP	436	387	384	305
BLCAP_TSS1_+159_g5	BLCAP	374	355	545	345
